Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,score
5766,5948053,132300.0,1900,1,100,132.5,9.1,1.1,,40.823321,-73.945088,9.0,227.0,6.3200483,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5769,2669470,225667.0,1956,1,100,125.8,4.7,0.0,45.25,40.823917,-73.944462,9.0,231.0,7.558308,3.8122027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5793,3580453,65212.0,1922,1,100,104.1,,,175.22,40.821965999999996,-73.952477,9.0,225.0,5.6716037,5.1660423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5794,2653499,103192.0,1922,1,100,67.9,3.4,,66.68,40.821952,-73.952463,9.0,225.0,6.132964,4.199905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5799,2665415,69202.0,1941,1,100,125.6,5.2,1.2,33.0,40.823008,-73.95067,9.0,225.0,6.0282784,3.4965076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5800,2665418,91274.0,1982,1,100,90.4,3.6,0.8,,40.823978000000004,-73.95223,9.0,225.0,6.011022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5804,2675769,61540.0,1908,1,100,166.6,8.8,0.1,126.51,40.826576,-73.950328,9.0,229.0,6.431331,4.8403215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5808,4040773,57502.0,1920,1,100,134.1,10.9,1.0,112.39,40.828058,-73.94925,9.0,233.0,5.8203797,4.721975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5810,3957383,66720.0,1920,1,100,2.9,,,49.95,40.828539,-73.945206,9.0,237.0,2.1972246,3.9110224,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5815,2789711,55670.0,1926,1,100,90.3,3.6,0.0,92.53,40.822853,-73.95374100000001,9.0,225.0,5.9226503,4.527533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5830,2665431,68735.0,1983,1,100,96.0,3.4,0.9,,40.825608,-73.951062,9.0,229.0,5.990464,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5835,4040789,72099.0,1915,1,100,111.4,5.8,1.0,,40.827202,-73.94989699999999,9.0,233.0,5.9406977,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5841,2746130,57612.0,1920,1,100,87.4,6.4,0.7,,40.829271000000006,-73.948389,9.0,233.0,5.463408,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5878,2672778,84651.0,1929,1,100,12.2,3.4,,,40.840567,-73.936392,12.0,249.0,-inf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5883,2747965,99076.0,1910,1,100,78.4,9.0,0.1,,40.833830999999996,-73.945036,12.0,241.0,5.9501214,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5889,2789678,61218.0,1910,1,100,103.9,6.0,0.6,,40.835617,-73.943729,12.0,245.0,5.8639154,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5899,2665443,50412.0,1958,1,100,91.0,6.2,0.9,,40.837333,-73.94006,12.0,245.0,5.2632084,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5902,2790349,68625.0,1937,1,100,49.8,13.9,0.0,30.39,40.839441,-73.93911800000001,12.0,251.0,1.9169227,3.4141135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
5907,3535757,56300.0,1924,1,100,124.8,,,177.31,40.845063,-73.93571899999999,12.0,261.0,6.0842714,5.1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5910,4411927,56250.0,1912,1,100,105.1,6.1,0.0,101.4,40.844518,-73.93353,12.0,261.0,5.8429646,4.619073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5916,2789696,64674.0,1910,1,100,120.7,7.2,0.6,122.22,40.834365999999996,-73.945599,12.0,241.0,5.978126,4.805823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5917,2747167,70356.0,1900,1,100,53.2,3.8,0.4,46.11,40.833743,-73.94534300000001,12.0,241.0,5.347584,3.83103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5947,2665447,60072.0,1973,1,100,93.6,4.0,0.9,99.32,40.837275,-73.94423,12.0,247.0,5.719656,4.598347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5973,2797953,71166.0,1920,1,100,86.6,4.1,0.2,129.63,40.838858,-73.943579,12.0,245.0,5.865051,4.864684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5975,2805273,58104.0,1915,1,100,36.0,11.1,,,40.838583,-73.942036,12.0,245.0,-inf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5976,2805317,55111.0,1930,1,100,41.6,13.1,,73.53,40.838654999999996,-73.94220200000001,12.0,245.0,-inf,4.2976933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5978,2705489,123937.0,1925,1,100,78.6,4.4,0.0,,40.839391,-73.943368,12.0,245.0,6.357322,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5979,2750351,80886.0,1924,1,100,61.2,4.1,0.5,63.91,40.83978,-73.943216,12.0,245.0,5.7519374,4.157476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5981,2805275,60781.0,1930,1,100,120.9,11.4,0.9,50.18,40.838731,-73.941475,12.0,245.0,5.76268,3.9156165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5985,3127259,65448.0,1909,1,100,117.3,16.6,0.3,,40.841221999999995,-73.939677,12.0,251.0,5.59136,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6000,4369261,59805.0,1925,1,100,15.1,3.8,0.0,61.37,40.84775,-73.940557,12.0,255.0,1.7578579,4.116921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6019,2750732,64896.0,1920,1,100,139.0,8.8,1.1,118.93,40.844241,-73.93896600000001,12.0,253.0,5.982424,4.778535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6020,2640765,68240.0,1920,1,100,108.5,6.0,0.1,71.46,40.845159,-73.940591,12.0,253.0,5.918356,4.269138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6027,3513107,71896.0,1925,1,100,138.7,,0.4,,40.846302,-73.938429,12.0,263.0,6.0881376,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6028,2769540,77877.0,1925,1,100,119.0,6.4,1.0,,40.845926,-73.938541,12.0,263.0,6.133398,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6031,2946935,59442.0,1910,1,100,109.2,5.4,0.0,,40.844891,-73.936981,12.0,263.0,5.9962034,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6032,2770561,52788.0,1920,1,100,92.1,6.9,0.3,,40.846191,-73.93626,12.0,263.0,5.5928507,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6035,4907543,113373.0,1930,1,95,78.1,3.0,0.0,,40.846299,-73.938407,12.0,263.0,6.3352313,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6036,4408932,85176.0,2001,1,100,48.1,11.6,0.1,,40.847232,-73.938124,12.0,263.0,3.8607297,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6038,5819523,253942.0,1969,1,100,138.4,14.7,1.0,15.37,40.849728000000006,-73.92974,12.0,267.0,7.079942,2.7324176,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6039,5819586,119550.0,1956,1,100,187.9,12.9,,71.19,40.850002,-73.92955500000001,12.0,267.0,6.6999927,4.2653522,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6040,5819576,72187.0,1963,1,100,99.5,7.3,0.0,19.41,40.850735,-73.929016,12.0,267.0,6.0011673,2.9657884,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6053,3525377,51479.0,1935,1,100,81.7,8.6,0.5,,40.848729,-73.934154,12.0,269.0,4.943783,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6058,5819529,105698.0,1962,1,100,113.1,6.9,0.2,20.79,40.850192,-73.929447,12.0,269.0,6.5209155,3.0344722,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6067,3527108,59520.0,1915,1,100,77.6,6.0,0.6,50.12,40.855001,-73.929565,12.0,277.0,5.3461547,3.9144201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6068,2705488,67045.0,1925,1,100,144.3,7.3,0.1,,40.857094000000004,-73.927523,12.0,277.0,6.3763866,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6071,2770919,55800.0,1910,1,100,68.3,4.6,0.5,57.99,40.849307,-73.93664799999999,12.0,263.0,5.2198153,4.060271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6076,2979075,72822.0,1920,1,100,85.5,4.5,0.0,65.83,40.851188,-73.933964,12.0,271.0,5.927726,4.1870756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6086,2789700,54288.0,1913,1,100,139.2,13.0,0.2,,40.855009,-73.929583,12.0,279.0,6.038825,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6091,3524985,52215.0,1925,1,100,110.9,8.8,0.9,,40.858540000000005,-73.931679,12.0,283.0,5.4031277,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6092,2658639,62514.0,1920,1,100,80.1,4.3,0.7,74.51,40.858663,-73.93162099999999,12.0,283.0,5.4236274,4.3109336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6126,2608039,66056.0,1916,1,100,72.2,6.2,0.6,68.58,40.861028999999995,-73.92633000000001,12.0,285.0,5.2332454,4.228001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6127,3266157,70323.0,1927,1,100,6.1,,,,40.860524,-73.92769,12.0,285.0,2.7788193,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6139,4974531,75000.0,1928,1,60,3.8,1.1,,,40.862326,-73.929553,12.0,287.0,-inf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6143,2640762,67800.0,1930,1,100,157.5,5.1,,115.99,40.864231,-73.929273,12.0,287.0,6.234215,4.753504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6146,2817485,57631.0,1930,1,100,128.1,,,,40.864895000000004,-73.928437,12.0,287.0,6.156979,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6147,4022575,58400.0,1925,1,100,142.1,9.0,1.2,,40.8651,-73.92805,12.0,287.0,5.8368554,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6155,3202474,51948.0,1924,1,100,68.3,,,73.79,40.848449,-73.939291,12.0,265.0,5.159055,4.3012233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6159,2665482,75381.0,1983,1,100,103.2,4.1,1.0,,40.847609000000006,-73.93825799999999,12.0,265.0,5.8698616,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6161,4409079,101100.0,1920,1,100,105.9,6.6,0.1,84.88,40.850362,-73.93849399999999,12.0,265.0,6.4093523,4.4412384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6169,2638781,56850.0,1905,1,100,67.4,,,139.42,40.848562,-73.939273,12.0,265.0,5.3617616,4.937491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6172,4409096,50028.0,1909,1,100,167.4,12.5,0.2,127.66,40.850598,-73.93842099999999,12.0,265.0,6.096725,4.8493705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6175,2705499,50976.0,1909,1,100,106.5,4.9,0.0,86.33,40.849401,-73.938932,12.0,265.0,5.8188953,4.458177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6190,2656204,50770.0,1936,1,100,94.8,3.4,,37.69,40.851945,-73.9379,12.0,273.0,5.738184,3.6293948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6208,5858537,110000.0,1958,1,100,87.3,10.7,0.0,508.65,40.857801,-73.9351,12.0,273.0,6.0185933,6.23176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
6214,2640772,55020.0,1920,1,100,93.5,3.6,,51.69,40.853139,-73.937497,12.0,273.0,5.809043,3.9452643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6231,2669141,63912.0,1957,1,100,91.4,4.7,0.8,11.58,40.852806,-73.935488,12.0,271.0,5.6465063,2.4492795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6274,4626436,316800.0,1923,2,100,15.7,2.8,0.1,1.45,40.877739,-73.90854200000001,8.0,309.0,4.601162,0.37156358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
6285,3524892,59718.0,1930,1,100,101.9,4.4,0.9,,40.876301,-73.908479,8.0,309.0,5.611667,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6286,4722760,66754.0,2004,1,100,86.3,24.3,0.0,10.88,40.873644,-73.907962,7.0,309.0,2.2925348,2.3869262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
6289,2665471,52959.0,1924,1,100,91.8,4.9,0.8,,40.862186,-73.925107,12.0,291.0,5.6411977,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6292,4037246,208415.0,1964,1,100,86.7,4.9,0.0,63.37,40.863178999999995,-73.92048100000001,12.0,293.0,7.0578117,4.1489906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6296,3183788,89391.0,1930,1,100,92.2,5.8,0.7,,40.863806,-73.925358,12.0,291.0,5.925592,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6298,3171758,93250.0,1925,1,100,95.7,5.4,0.7,100.85,40.864765000000006,-73.922764,12.0,291.0,5.968963,4.613634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6303,2772653,61820.0,1925,1,100,18.4,4.2,0.0,,40.865381,-73.92110100000001,12.0,293.0,2.6810215,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6304,2772975,72643.0,1920,1,100,115.1,8.4,0.9,106.86,40.865369,-73.91973399999999,12.0,293.0,5.941223,4.6715198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6305,2745443,72643.0,1920,1,100,137.8,10.2,1.0,150.79,40.864954,-73.919467,12.0,293.0,6.1174364,5.015888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6306,2801229,60205.0,1935,1,100,113.9,4.4,1.1,,40.864494,-73.920245,12.0,293.0,5.750348,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6308,2658899,63445.0,1927,1,100,98.1,6.2,0.2,,40.866008,-73.91940100000001,12.0,293.0,5.8774557,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6312,3114291,122840.0,1981,1,100,87.3,5.5,0.7,82.55,40.865491,-73.920851,12.0,293.0,6.1620507,4.413404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
